dataset_file_name,dataset_google_id,start_year,end_year,n_years_observed,study_duration,organism_count_type,variability_type,standardization_method,metric,metric_value,messages
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,divpart_time_series,q_order_0,alpha_div_mean,5.987755102040817,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,divpart_time_series,q_order_0,alpha_div_cv,0.18233077439251877,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,divpart_time_series,q_order_0,beta_div_mean,4.138779052465531,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,divpart_time_series,q_order_0,beta_div_cv,0.09193397867355044,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,divpart_time_series,q_order_0,gamma_div_mean,24.742857142857144,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,divpart_time_series,q_order_0,gamma_div_cv,0.1929183183189099,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,agg,NA,gamma_var,0.20914972978606303,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,agg,NA,alpha_var,0.39002038086961366,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,agg,NA,phi_var,0.5362533345558245,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,agg,NA,gamma_var_rate,0.0061514626407665595,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,agg,NA,alpha_var_rate,0.011471187672635696,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,com,h,gamma_var,0.17405539677392556,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,com,h,alpha_var,0.31499410174056586,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,com,h,phi_var,0.5525671617726999,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,com,h,gamma_var_rate,0.005119276375703693,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,com,h,alpha_var_rate,0.00926453240413429,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,com,hT,gamma_var,0.005729475000814076,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,com,hT,alpha_var,0.010022952364616672,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,com,hT,phi_var,0.5716354615273281,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,com,hT,gamma_var_rate,1.685139706121787e-4,NA
L3-hays-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,com,hT,alpha_var_rate,2.947927166063727e-4,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,divpart_time_series,q_order_0,alpha_div_mean,13.75,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,divpart_time_series,q_order_0,alpha_div_cv,0.17389089908186492,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,divpart_time_series,q_order_0,beta_div_mean,2.106317555403744,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,divpart_time_series,q_order_0,beta_div_cv,0.07761405699399165,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,divpart_time_series,q_order_0,gamma_div_mean,28.857142857142858,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,divpart_time_series,q_order_0,gamma_div_cv,0.17662399776832383,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,agg,NA,gamma_var,0.04828142015064944,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,agg,NA,alpha_var,0.08482627241637204,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,agg,NA,phi_var,0.56918002848998,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,agg,NA,gamma_var_rate,0.0037139553962038034,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,agg,NA,alpha_var_rate,0.006525097878182465,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,com,h,gamma_var,0.1301685136547647,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,com,h,alpha_var,0.2609600020096892,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,com,h,phi_var,0.49880637895585106,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,com,h,gamma_var_rate,0.010012962588828054,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,com,h,alpha_var_rate,0.020073846308437632,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,com,hT,gamma_var,0.009997144040310057,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,com,hT,alpha_var,0.019769251449379462,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,com,hT,phi_var,0.5056915819958301,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,com,hT,gamma_var_rate,7.690110800238505e-4,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,com,hT,alpha_var_rate,0.0015207116499522664,NA
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARNING: no data for L3-sev-plants-compagnoni.csv
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARNING: no data for L3-gce-mollusc-compagnoni.csv
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,divpart_time_series,q_order_0,alpha_div_mean,28.176923076923078,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,divpart_time_series,q_order_0,alpha_div_cv,0.18451493151906667,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,divpart_time_series,q_order_0,beta_div_mean,2.651272996455165,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,divpart_time_series,q_order_0,beta_div_cv,0.3030724469406025,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,divpart_time_series,q_order_0,gamma_div_mean,74.76923076923077,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,divpart_time_series,q_order_0,gamma_div_cv,0.3475717135601056,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,agg,NA,gamma_var,0.07085155662536789,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,agg,NA,alpha_var,0.11414314283029878,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,agg,NA,phi_var,0.6207254756486402,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,agg,NA,gamma_var_rate,0.005904296385447324,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,agg,NA,alpha_var_rate,0.009511928569191565,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,com,h,gamma_var,0.6008298798415443,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,com,h,alpha_var,0.7113392781238038,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,com,h,phi_var,0.8446460055267382,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,com,h,gamma_var_rate,0.05006915665346203,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,com,h,alpha_var_rate,0.05927827317698365,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,com,hT,gamma_var,0.047177756221611356,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,com,hT,alpha_var,0.0555274165378754,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,com,hT,phi_var,0.8496299515291024,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,com,hT,gamma_var_rate,0.00393147968513428,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,com,hT,alpha_var_rate,0.004627284711489617,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),divpart_time_series,q_order_0,alpha_div_mean,10.14090909090909,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),divpart_time_series,q_order_0,alpha_div_cv,0.20485995670233614,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),divpart_time_series,q_order_0,beta_div_mean,2.3313544706161813,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),divpart_time_series,q_order_0,beta_div_cv,0.1356405015278552,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),divpart_time_series,q_order_0,gamma_div_mean,23.181818181818183,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),divpart_time_series,q_order_0,gamma_div_cv,0.14191114989328352,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),agg,NA,gamma_var,0.2470879332850922,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),agg,NA,alpha_var,0.30138489066086904,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),agg,NA,phi_var,0.8198418067451362,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),agg,NA,gamma_var_rate,0.011766092061194867,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),agg,NA,alpha_var_rate,0.014351661460041383,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),com,h,gamma_var,0.19234619527079877,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),com,h,alpha_var,0.28844737988368774,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),com,h,phi_var,0.6668328738099809,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),com,h,gamma_var_rate,0.0091593426319428,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),com,h,alpha_var_rate,0.013735589518270844,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),com,hT,gamma_var,0.010710734921169552,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),com,hT,alpha_var,0.015056228629655468,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),com,hT,phi_var,0.7113823245266863,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),com,hT,gamma_var_rate,5.100349962461691e-4,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),com,hT,alpha_var_rate,7.169632680788319e-4,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),divpart_time_series,q_order_0,alpha_div_mean,4.116512345679013,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),divpart_time_series,q_order_0,alpha_div_cv,0.18892387176230513,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),divpart_time_series,q_order_0,beta_div_mean,2.375727007776023,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),divpart_time_series,q_order_0,beta_div_cv,0.11508295840388057,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),divpart_time_series,q_order_0,gamma_div_mean,9.833333333333334,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),divpart_time_series,q_order_0,gamma_div_cv,0.24971044623818703,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),agg,NA,gamma_var,0.32004253207387623,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),agg,NA,alpha_var,0.8359959687103592,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),agg,NA,phi_var,0.38282784134424314,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),agg,NA,gamma_var_rate,0.018826031298463306,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),agg,NA,alpha_var_rate,0.049176233453550544,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),com,h,gamma_var,0.051603554440615075,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),com,h,alpha_var,NA,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),com,h,phi_var,NA,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),com,h,gamma_var_rate,0.003035503202389122,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),com,h,alpha_var_rate,NA,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),com,hT,gamma_var,0.006797893899116744,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),com,hT,alpha_var,0.014571964425111454,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),com,hT,phi_var,0.4665049749505376,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),com,hT,gamma_var_rate,3.9987611171274964e-4,NA
L3-knz-fish-compagnoni.csv,1HNv4FKhRyfLvxk9ceWDFmSHjzkQITIpP,1999,2016,18,17,COUNT (summer + fall),com,hT,alpha_var_rate,8.571743779477326e-4,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,alpha_div_mean,12.135802469135802,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,alpha_div_cv,0.19203903878985232,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,beta_div_mean,2.944590938046286,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,beta_div_cv,0.14947092223303235,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,gamma_div_mean,35.111111111111114,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,gamma_div_cv,0.14118990105489634,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,agg,NA,gamma_var,0.23395712489107287,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,agg,NA,alpha_var,1.3027459021124743,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,agg,NA,phi_var,0.17958768821433135,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,agg,NA,gamma_var_rate,0.013762183817121933,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,agg,NA,alpha_var_rate,0.07663211188896908,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,com,h,gamma_var,0.3574667501579737,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,com,h,alpha_var,0.6156254638215697,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,com,h,phi_var,0.5806562125272654,NA
