"OBSERVATION_TYPE","SITE_ID","DATE","VARIABLE_UNITS","VARIABLE_NAME","VALUE"
"TAXON_COUNT","Tonto",2017,"count","Incilius alvarius",0
"TAXON_COUNT","Ave35",2013,"count","Lampropeltis getula",0
"TAXON_COUNT","Ave35",2014,"count","Lampropeltis getula",0
"TAXON_COUNT","Ave35",2015,"count","Lampropeltis getula",1
"TAXON_COUNT","Ave35",2016,"count","Lampropeltis getula",0
"TAXON_COUNT","Ave35",2017,"count","Lampropeltis getula",0
"TAXON_COUNT","Ave67",2013,"count","Lampropeltis getula",0
"TAXON_COUNT","Ave67",2014,"count","Lampropeltis getula",0
"TAXON_COUNT","Ave67",2015,"count","Lampropeltis getula",0
"TAXON_COUNT","Ave67",2016,"count","Lampropeltis getula",0
"TAXON_COUNT","Ave67",2017,"count","Lampropeltis getula",0
"TAXON_COUNT","BM",2013,"count","Lampropeltis getula",0
"TAXON_COUNT","BM",2014,"count","Lampropeltis getula",0
"TAXON_COUNT","BM",2015,"count","Lampropeltis getula",1
"TAXON_COUNT","BM",2016,"count","Lampropeltis getula",0
"TAXON_COUNT","BM",2017,"count","Lampropeltis getula",0
"TAXON_COUNT","Price",2013,"count","Lampropeltis getula",0
"TAXON_COUNT","Price",2014,"count","Lampropeltis getula",0
"TAXON_COUNT","Price",2015,"count","Lampropeltis getula",0
"TAXON_COUNT","Price",2016,"count","Lampropeltis getula",0
"TAXON_COUNT","Price",2017,"count","Lampropeltis getula",0
"TAXON_COUNT","Priest",2013,"count","Lampropeltis getula",0
"TAXON_COUNT","Priest",2014,"count","Lampropeltis getula",0
"TAXON_COUNT","Priest",2015,"count","Lampropeltis getula",0
"TAXON_COUNT","Priest",2016,"count","Lampropeltis getula",0
"TAXON_COUNT","Priest",2017,"count","Lampropeltis getula",0
"TAXON_COUNT","Rio",2013,"count","Lampropeltis getula",0
"TAXON_COUNT","Rio",2014,"count","Lampropeltis getula",0
"TAXON_COUNT","Rio",2015,"count","Lampropeltis getula",0
"TAXON_COUNT","Rio",2016,"count","Lampropeltis getula",0
"TAXON_COUNT","Rio",2017,"count","Lampropeltis getula",0
"TAXON_COUNT","Tonto",2013,"count","Lampropeltis getula",0
"TAXON_COUNT","Tonto",2014,"count","Lampropeltis getula",0
"TAXON_COUNT","Tonto",2015,"count","Lampropeltis getula",0
"TAXON_COUNT","Tonto",2016,"count","Lampropeltis getula",0
"TAXON_COUNT","Tonto",2017,"count","Lampropeltis getula",0
"TAXON_COUNT","Ave35",2013,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Ave35",2014,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Ave35",2015,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Ave35",2016,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Ave35",2017,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Ave67",2013,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Ave67",2014,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Ave67",2015,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Ave67",2016,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Ave67",2017,"count","Leptotyphlops humilis",0
"TAXON_COUNT","BM",2013,"count","Leptotyphlops humilis",0
"TAXON_COUNT","BM",2014,"count","Leptotyphlops humilis",0
"TAXON_COUNT","BM",2015,"count","Leptotyphlops humilis",0
"TAXON_COUNT","BM",2016,"count","Leptotyphlops humilis",0
"TAXON_COUNT","BM",2017,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Price",2013,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Price",2014,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Price",2015,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Price",2016,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Price",2017,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Priest",2013,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Priest",2014,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Priest",2015,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Priest",2016,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Priest",2017,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Rio",2013,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Rio",2014,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Rio",2015,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Rio",2016,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Rio",2017,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Tonto",2013,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Tonto",2014,"count","Leptotyphlops humilis",1
"TAXON_COUNT","Tonto",2015,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Tonto",2016,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Tonto",2017,"count","Leptotyphlops humilis",0
"TAXON_COUNT","Ave35",2013,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Ave35",2014,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Ave35",2015,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Ave35",2016,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Ave35",2017,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Ave67",2013,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Ave67",2014,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Ave67",2015,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Ave67",2016,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Ave67",2017,"count","Lithobates catesbeiana",0
"TAXON_COUNT","BM",2013,"count","Lithobates catesbeiana",0
"TAXON_COUNT","BM",2014,"count","Lithobates catesbeiana",0
"TAXON_COUNT","BM",2015,"count","Lithobates catesbeiana",0
"TAXON_COUNT","BM",2016,"count","Lithobates catesbeiana",0
"TAXON_COUNT","BM",2017,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Price",2013,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Price",2014,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Price",2015,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Price",2016,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Price",2017,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Priest",2013,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Priest",2014,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Priest",2015,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Priest",2016,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Priest",2017,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Rio",2013,"count","Lithobates catesbeiana",2
"TAXON_COUNT","Rio",2014,"count","Lithobates catesbeiana",3
"TAXON_COUNT","Rio",2015,"count","Lithobates catesbeiana",2
"TAXON_COUNT","Rio",2016,"count","Lithobates catesbeiana",1
"TAXON_COUNT","Rio",2017,"count","Lithobates catesbeiana",1
"TAXON_COUNT","Tonto",2013,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Tonto",2014,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Tonto",2015,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Tonto",2016,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Tonto",2017,"count","Lithobates catesbeiana",0
"TAXON_COUNT","Ave35",2013,"count","Sceloporus clarkii",0
"TAXON_COUNT","Ave35",2014,"count","Sceloporus clarkii",0
"TAXON_COUNT","Ave35",2015,"count","Sceloporus clarkii",0
"TAXON_COUNT","Ave35",2016,"count","Sceloporus clarkii",0
"TAXON_COUNT","Ave35",2017,"count","Sceloporus clarkii",0
"TAXON_COUNT","Ave67",2013,"count","Sceloporus clarkii",0
"TAXON_COUNT","Ave67",2014,"count","Sceloporus clarkii",0
"TAXON_COUNT","Ave67",2015,"count","Sceloporus clarkii",0
"TAXON_COUNT","Ave67",2016,"count","Sceloporus clarkii",0
"TAXON_COUNT","Ave67",2017,"count","Sceloporus clarkii",0
"TAXON_COUNT","BM",2013,"count","Sceloporus clarkii",0
"TAXON_COUNT","BM",2014,"count","Sceloporus clarkii",0
"TAXON_COUNT","BM",2015,"count","Sceloporus clarkii",0
"TAXON_COUNT","BM",2016,"count","Sceloporus clarkii",1
"TAXON_COUNT","BM",2017,"count","Sceloporus clarkii",0
"TAXON_COUNT","Price",2013,"count","Sceloporus clarkii",0
"TAXON_COUNT","Price",2014,"count","Sceloporus clarkii",0
"TAXON_COUNT","Price",2015,"count","Sceloporus clarkii",0
"TAXON_COUNT","Price",2016,"count","Sceloporus clarkii",0
"TAXON_COUNT","Price",2017,"count","Sceloporus clarkii",0
"TAXON_COUNT","Priest",2013,"count","Sceloporus clarkii",0
"TAXON_COUNT","Priest",2014,"count","Sceloporus clarkii",0
"TAXON_COUNT","Priest",2015,"count","Sceloporus clarkii",0
"TAXON_COUNT","Priest",2016,"count","Sceloporus clarkii",0
"TAXON_COUNT","Priest",2017,"count","Sceloporus clarkii",0
"TAXON_COUNT","Rio",2013,"count","Sceloporus clarkii",0
"TAXON_COUNT","Rio",2014,"count","Sceloporus clarkii",0
"TAXON_COUNT","Rio",2015,"count","Sceloporus clarkii",0
"TAXON_COUNT","Rio",2016,"count","Sceloporus clarkii",0
"TAXON_COUNT","Rio",2017,"count","Sceloporus clarkii",0
"TAXON_COUNT","Tonto",2013,"count","Sceloporus clarkii",0
"TAXON_COUNT","Tonto",2014,"count","Sceloporus clarkii",0
"TAXON_COUNT","Tonto",2015,"count","Sceloporus clarkii",0
"TAXON_COUNT","Tonto",2016,"count","Sceloporus clarkii",0
"TAXON_COUNT","Tonto",2017,"count","Sceloporus clarkii",0
"TAXON_COUNT","Ave35",2013,"count","Sceloporus magister",0
"TAXON_COUNT","Ave35",2014,"count","Sceloporus magister",0
"TAXON_COUNT","Ave35",2015,"count","Sceloporus magister",0
"TAXON_COUNT","Ave35",2016,"count","Sceloporus magister",0
"TAXON_COUNT","Ave35",2017,"count","Sceloporus magister",0
"TAXON_COUNT","Ave67",2013,"count","Sceloporus magister",0
"TAXON_COUNT","Ave67",2014,"count","Sceloporus magister",0
"TAXON_COUNT","Ave67",2015,"count","Sceloporus magister",1
"TAXON_COUNT","Ave67",2016,"count","Sceloporus magister",1
"TAXON_COUNT","Ave67",2017,"count","Sceloporus magister",0
"TAXON_COUNT","BM",2013,"count","Sceloporus magister",1
"TAXON_COUNT","BM",2014,"count","Sceloporus magister",0
"TAXON_COUNT","BM",2015,"count","Sceloporus magister",1
"TAXON_COUNT","BM",2016,"count","Sceloporus magister",0
"TAXON_COUNT","BM",2017,"count","Sceloporus magister",0
"TAXON_COUNT","Price",2013,"count","Sceloporus magister",0
"TAXON_COUNT","Price",2014,"count","Sceloporus magister",0
"TAXON_COUNT","Price",2015,"count","Sceloporus magister",0
"TAXON_COUNT","Price",2016,"count","Sceloporus magister",0
"TAXON_COUNT","Price",2017,"count","Sceloporus magister",0
"TAXON_COUNT","Priest",2013,"count","Sceloporus magister",0
"TAXON_COUNT","Priest",2014,"count","Sceloporus magister",0
"TAXON_COUNT","Priest",2015,"count","Sceloporus magister",0
"TAXON_COUNT","Priest",2016,"count","Sceloporus magister",0
"TAXON_COUNT","Priest",2017,"count","Sceloporus magister",0
"TAXON_COUNT","Rio",2013,"count","Sceloporus magister",0
"TAXON_COUNT","Rio",2014,"count","Sceloporus magister",0
"TAXON_COUNT","Rio",2015,"count","Sceloporus magister",0
"TAXON_COUNT","Rio",2016,"count","Sceloporus magister",0
"TAXON_COUNT","Rio",2017,"count","Sceloporus magister",0
"TAXON_COUNT","Tonto",2013,"count","Sceloporus magister",2
"TAXON_COUNT","Tonto",2014,"count","Sceloporus magister",0
"TAXON_COUNT","Tonto",2015,"count","Sceloporus magister",2
"TAXON_COUNT","Tonto",2016,"count","Sceloporus magister",0
"TAXON_COUNT","Tonto",2017,"count","Sceloporus magister",0
"TAXON_COUNT","Ave35",2013,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Ave35",2014,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Ave35",2015,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Ave35",2016,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Ave35",2017,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Ave67",2013,"count","Tantilla hobartsmithi",1
"TAXON_COUNT","Ave67",2014,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Ave67",2015,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Ave67",2016,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Ave67",2017,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","BM",2013,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","BM",2014,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","BM",2015,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","BM",2016,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","BM",2017,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Price",2013,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Price",2014,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Price",2015,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Price",2016,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Price",2017,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Priest",2013,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Priest",2014,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Priest",2015,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Priest",2016,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Priest",2017,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Rio",2013,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Rio",2014,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Rio",2015,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Rio",2016,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Rio",2017,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Tonto",2013,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Tonto",2014,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Tonto",2015,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Tonto",2016,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Tonto",2017,"count","Tantilla hobartsmithi",0
"TAXON_COUNT","Ave35",2013,"count","Urosaurus graciosus",0
"TAXON_COUNT","Ave35",2014,"count","Urosaurus graciosus",0
"TAXON_COUNT","Ave35",2015,"count","Urosaurus graciosus",0
"TAXON_COUNT","Ave35",2016,"count","Urosaurus graciosus",0
"TAXON_COUNT","Ave35",2017,"count","Urosaurus graciosus",0
"TAXON_COUNT","Ave67",2013,"count","Urosaurus graciosus",1
"TAXON_COUNT","Ave67",2014,"count","Urosaurus graciosus",1
"TAXON_COUNT","Ave67",2015,"count","Urosaurus graciosus",0
"TAXON_COUNT","Ave67",2016,"count","Urosaurus graciosus",0
"TAXON_COUNT","Ave67",2017,"count","Urosaurus graciosus",0
"TAXON_COUNT","BM",2013,"count","Urosaurus graciosus",0
"TAXON_COUNT","BM",2014,"count","Urosaurus graciosus",0
"TAXON_COUNT","BM",2015,"count","Urosaurus graciosus",0
"TAXON_COUNT","BM",2016,"count","Urosaurus graciosus",0
"TAXON_COUNT","BM",2017,"count","Urosaurus graciosus",0
"TAXON_COUNT","Price",2013,"count","Urosaurus graciosus",0
"TAXON_COUNT","Price",2014,"count","Urosaurus graciosus",0
"TAXON_COUNT","Price",2015,"count","Urosaurus graciosus",0
"TAXON_COUNT","Price",2016,"count","Urosaurus graciosus",0
"TAXON_COUNT","Price",2017,"count","Urosaurus graciosus",0
"TAXON_COUNT","Priest",2013,"count","Urosaurus graciosus",0
"TAXON_COUNT","Priest",2014,"count","Urosaurus graciosus",0
"TAXON_COUNT","Priest",2015,"count","Urosaurus graciosus",0
"TAXON_COUNT","Priest",2016,"count","Urosaurus graciosus",0
"TAXON_COUNT","Priest",2017,"count","Urosaurus graciosus",0
"TAXON_COUNT","Rio",2013,"count","Urosaurus graciosus",0
"TAXON_COUNT","Rio",2014,"count","Urosaurus graciosus",0
"TAXON_COUNT","Rio",2015,"count","Urosaurus graciosus",0
"TAXON_COUNT","Rio",2016,"count","Urosaurus graciosus",0
"TAXON_COUNT","Rio",2017,"count","Urosaurus graciosus",0
"TAXON_COUNT","Tonto",2013,"count","Urosaurus graciosus",1
"TAXON_COUNT","Tonto",2014,"count","Urosaurus graciosus",1
"TAXON_COUNT","Tonto",2015,"count","Urosaurus graciosus",0
"TAXON_COUNT","Tonto",2016,"count","Urosaurus graciosus",1
"TAXON_COUNT","Tonto",2017,"count","Urosaurus graciosus",0
"TAXON_COUNT","Ave35",2013,"count","Urosaurus ornata",1
"TAXON_COUNT","Ave35",2014,"count","Urosaurus ornata",0
"TAXON_COUNT","Ave35",2015,"count","Urosaurus ornata",0
"TAXON_COUNT","Ave35",2016,"count","Urosaurus ornata",0
"TAXON_COUNT","Ave35",2017,"count","Urosaurus ornata",0
"TAXON_COUNT","Ave67",2013,"count","Urosaurus ornata",0
"TAXON_COUNT","Ave67",2014,"count","Urosaurus ornata",0
"TAXON_COUNT","Ave67",2015,"count","Urosaurus ornata",0
"TAXON_COUNT","Ave67",2016,"count","Urosaurus ornata",0
"TAXON_COUNT","Ave67",2017,"count","Urosaurus ornata",0
"TAXON_COUNT","BM",2013,"count","Urosaurus ornata",3
"TAXON_COUNT","BM",2014,"count","Urosaurus ornata",4
"TAXON_COUNT","BM",2015,"count","Urosaurus ornata",3
"TAXON_COUNT","BM",2016,"count","Urosaurus ornata",4
"TAXON_COUNT","BM",2017,"count","Urosaurus ornata",6
"TAXON_COUNT","Price",2013,"count","Urosaurus ornata",0
"TAXON_COUNT","Price",2014,"count","Urosaurus ornata",0
"TAXON_COUNT","Price",2015,"count","Urosaurus ornata",0
"TAXON_COUNT","Price",2016,"count","Urosaurus ornata",0
"TAXON_COUNT","Price",2017,"count","Urosaurus ornata",0
"TAXON_COUNT","Priest",2013,"count","Urosaurus ornata",0
"TAXON_COUNT","Priest",2014,"count","Urosaurus ornata",0
"TAXON_COUNT","Priest",2015,"count","Urosaurus ornata",0
"TAXON_COUNT","Priest",2016,"count","Urosaurus ornata",0
"TAXON_COUNT","Priest",2017,"count","Urosaurus ornata",0
"TAXON_COUNT","Rio",2013,"count","Urosaurus ornata",4
"TAXON_COUNT","Rio",2014,"count","Urosaurus ornata",8
"TAXON_COUNT","Rio",2015,"count","Urosaurus ornata",8
"TAXON_COUNT","Rio",2016,"count","Urosaurus ornata",6
"TAXON_COUNT","Rio",2017,"count","Urosaurus ornata",3
"TAXON_COUNT","Tonto",2013,"count","Urosaurus ornata",0
"TAXON_COUNT","Tonto",2014,"count","Urosaurus ornata",3
"TAXON_COUNT","Tonto",2015,"count","Urosaurus ornata",0
"TAXON_COUNT","Tonto",2016,"count","Urosaurus ornata",2
"TAXON_COUNT","Tonto",2017,"count","Urosaurus ornata",1
"TAXON_COUNT","Ave35",2013,"count","Uta stansburiana",5
"TAXON_COUNT","Ave35",2014,"count","Uta stansburiana",14
"TAXON_COUNT","Ave35",2015,"count","Uta stansburiana",16
"TAXON_COUNT","Ave35",2016,"count","Uta stansburiana",10
"TAXON_COUNT","Ave35",2017,"count","Uta stansburiana",7
"TAXON_COUNT","Ave67",2013,"count","Uta stansburiana",16
"TAXON_COUNT","Ave67",2014,"count","Uta stansburiana",20
"TAXON_COUNT","Ave67",2015,"count","Uta stansburiana",19
"TAXON_COUNT","Ave67",2016,"count","Uta stansburiana",14
"TAXON_COUNT","Ave67",2017,"count","Uta stansburiana",9
"TAXON_COUNT","BM",2013,"count","Uta stansburiana",13
"TAXON_COUNT","BM",2014,"count","Uta stansburiana",22
"TAXON_COUNT","BM",2015,"count","Uta stansburiana",11
"TAXON_COUNT","BM",2016,"count","Uta stansburiana",7
"TAXON_COUNT","BM",2017,"count","Uta stansburiana",6
"TAXON_COUNT","Price",2013,"count","Uta stansburiana",12
"TAXON_COUNT","Price",2014,"count","Uta stansburiana",7
"TAXON_COUNT","Price",2015,"count","Uta stansburiana",9
"TAXON_COUNT","Price",2016,"count","Uta stansburiana",12
"TAXON_COUNT","Price",2017,"count","Uta stansburiana",6
"TAXON_COUNT","Priest",2013,"count","Uta stansburiana",5
"TAXON_COUNT","Priest",2014,"count","Uta stansburiana",7
"TAXON_COUNT","Priest",2015,"count","Uta stansburiana",10
"TAXON_COUNT","Priest",2016,"count","Uta stansburiana",7
"TAXON_COUNT","Priest",2017,"count","Uta stansburiana",4
"TAXON_COUNT","Rio",2013,"count","Uta stansburiana",9
"TAXON_COUNT","Rio",2014,"count","Uta stansburiana",22
"TAXON_COUNT","Rio",2015,"count","Uta stansburiana",17
"TAXON_COUNT","Rio",2016,"count","Uta stansburiana",6
"TAXON_COUNT","Rio",2017,"count","Uta stansburiana",3
"TAXON_COUNT","Tonto",2013,"count","Uta stansburiana",14
"TAXON_COUNT","Tonto",2014,"count","Uta stansburiana",11
"TAXON_COUNT","Tonto",2015,"count","Uta stansburiana",9
"TAXON_COUNT","Tonto",2016,"count","Uta stansburiana",7
"TAXON_COUNT","Tonto",2017,"count","Uta stansburiana",3
