dataset_file_name,dataset_google_id,start_year,end_year,n_years_observed,study_duration,organism_count_type,variability_type,standardization_method,metric,metric_value
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,count,divpart_time_series,q_order_0,alpha_div_mean,9.0875
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,count,divpart_time_series,q_order_0,alpha_div_cv,0.15834405217240669
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,count,divpart_time_series,q_order_0,beta_div_mean,5.260764582959398
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,count,divpart_time_series,q_order_0,beta_div_cv,0.07649595304679997
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,count,divpart_time_series,q_order_0,gamma_div_mean,47.5625
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,count,divpart_time_series,q_order_0,gamma_div_cv,0.13987925022899297
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,count,agg,NA,gamma_var,0.06308702524918741
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,count,agg,NA,alpha_var,0.15313844831854134
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,count,agg,NA,phi_var,0.41196071882588814
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,count,agg,NA,gamma_var_rate,0.004205801683279161
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,count,agg,NA,alpha_var_rate,0.010209229887902757
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,count,com,h,gamma_var,0.05953365779433332
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,count,com,h,alpha_var,0.3255003611950371
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,count,com,h,phi_var,0.18289889933074835
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,count,com,h,gamma_var_rate,0.003968910519622221
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,count,com,h,alpha_var_rate,0.02170002407966914
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,divpart_time_series,q_order_0,alpha_div_mean,7.654761904761905
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,divpart_time_series,q_order_0,alpha_div_cv,0.13553366986342588
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,divpart_time_series,q_order_0,beta_div_mean,3.4134690127782314
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,divpart_time_series,q_order_0,beta_div_cv,0.18019800081659312
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,divpart_time_series,q_order_0,gamma_div_mean,25.833333333333336
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,divpart_time_series,q_order_0,gamma_div_cv,0.16858349688340193
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,agg,NA,gamma_var,0.060595757627474496
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,agg,NA,alpha_var,0.27990341744592107
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,agg,NA,phi_var,0.21648809500220534
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,agg,NA,gamma_var_rate,0.0121191515254949
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,agg,NA,alpha_var_rate,0.05598068348918421
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,com,h,gamma_var,0.1096260069478585
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,com,h,alpha_var,0.39919814347064464
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,com,h,phi_var,0.2746155229950861
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,com,h,gamma_var_rate,0.0219252013895717
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,com,h,alpha_var_rate,0.07983962869412893
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,count,divpart_time_series,q_order_0,alpha_div_mean,10.873913043478261
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,count,divpart_time_series,q_order_0,alpha_div_cv,0.12099983425416244
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,count,divpart_time_series,q_order_0,beta_div_mean,5.334975863480095
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,count,divpart_time_series,q_order_0,beta_div_cv,0.1438149066709005
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,count,divpart_time_series,q_order_0,gamma_div_mean,57.6
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,count,divpart_time_series,q_order_0,gamma_div_cv,0.14242461320828945
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,count,agg,NA,gamma_var,0.016797280520625655
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,count,agg,NA,alpha_var,0.04911594785234961
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,count,agg,NA,phi_var,0.34199239259559777
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,count,agg,NA,gamma_var_rate,0.004199320130156414
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,count,agg,NA,alpha_var_rate,0.012278986963087402
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,count,com,h,gamma_var,0.03537878106984898
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,count,com,h,alpha_var,0.38335579629331495
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,count,com,h,phi_var,0.09228706442403652
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,count,com,h,gamma_var_rate,0.008844695267462245
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,count,com,h,alpha_var_rate,0.09583894907332874
L3-ntl-fish-stanleyLottig.csv,0B2P104M94skvOVBOZnIyUGQ1ZVU,1981,2017,37,36,CPUE,divpart_time_series,q_order_0,alpha_div_mean,16.37837837837838
L3-ntl-fish-stanleyLottig.csv,0B2P104M94skvOVBOZnIyUGQ1ZVU,1981,2017,37,36,CPUE,divpart_time_series,q_order_0,alpha_div_cv,0.06894407958403012
L3-ntl-fish-stanleyLottig.csv,0B2P104M94skvOVBOZnIyUGQ1ZVU,1981,2017,37,36,CPUE,divpart_time_series,q_order_0,beta_div_mean,1.9579648373671834
L3-ntl-fish-stanleyLottig.csv,0B2P104M94skvOVBOZnIyUGQ1ZVU,1981,2017,37,36,CPUE,divpart_time_series,q_order_0,beta_div_cv,0.06461155797217924
L3-ntl-fish-stanleyLottig.csv,0B2P104M94skvOVBOZnIyUGQ1ZVU,1981,2017,37,36,CPUE,divpart_time_series,q_order_0,gamma_div_mean,32.02702702702703
L3-ntl-fish-stanleyLottig.csv,0B2P104M94skvOVBOZnIyUGQ1ZVU,1981,2017,37,36,CPUE,divpart_time_series,q_order_0,gamma_div_cv,0.07840056571861832
L3-ntl-fish-stanleyLottig.csv,0B2P104M94skvOVBOZnIyUGQ1ZVU,1981,2017,37,36,CPUE,agg,NA,gamma_var,0.6428622457269273
L3-ntl-fish-stanleyLottig.csv,0B2P104M94skvOVBOZnIyUGQ1ZVU,1981,2017,37,36,CPUE,agg,NA,alpha_var,1.2867346126612917
L3-ntl-fish-stanleyLottig.csv,0B2P104M94skvOVBOZnIyUGQ1ZVU,1981,2017,37,36,CPUE,agg,NA,phi_var,0.49960748657978976
L3-ntl-fish-stanleyLottig.csv,0B2P104M94skvOVBOZnIyUGQ1ZVU,1981,2017,37,36,CPUE,agg,NA,gamma_var_rate,0.017857284603525758
L3-ntl-fish-stanleyLottig.csv,0B2P104M94skvOVBOZnIyUGQ1ZVU,1981,2017,37,36,CPUE,agg,NA,alpha_var_rate,0.03574262812948033
L3-ntl-fish-stanleyLottig.csv,0B2P104M94skvOVBOZnIyUGQ1ZVU,1981,2017,37,36,CPUE,com,h,gamma_var,0.17023589986527377
L3-ntl-fish-stanleyLottig.csv,0B2P104M94skvOVBOZnIyUGQ1ZVU,1981,2017,37,36,CPUE,com,h,alpha_var,0.2728065069070838
L3-ntl-fish-stanleyLottig.csv,0B2P104M94skvOVBOZnIyUGQ1ZVU,1981,2017,37,36,CPUE,com,h,phi_var,0.6240170067617011
L3-ntl-fish-stanleyLottig.csv,0B2P104M94skvOVBOZnIyUGQ1ZVU,1981,2017,37,36,CPUE,com,h,gamma_var_rate,0.004728774996257605
L3-ntl-fish-stanleyLottig.csv,0B2P104M94skvOVBOZnIyUGQ1ZVU,1981,2017,37,36,CPUE,com,h,alpha_var_rate,0.0075779585251967724
L3-daa-plants-compagnoni.csv,1yV_pKpw2gIgFYFRYrV_QNeJgZ48OeUfM,1983,2015,30,32,COUNT,divpart_time_series,q_order_0,alpha_div_mean,6.876031746031746
L3-daa-plants-compagnoni.csv,1yV_pKpw2gIgFYFRYrV_QNeJgZ48OeUfM,1983,2015,30,32,COUNT,divpart_time_series,q_order_0,alpha_div_cv,0.39891454472512144
L3-daa-plants-compagnoni.csv,1yV_pKpw2gIgFYFRYrV_QNeJgZ48OeUfM,1983,2015,30,32,COUNT,divpart_time_series,q_order_0,beta_div_mean,2.54535340442044
L3-daa-plants-compagnoni.csv,1yV_pKpw2gIgFYFRYrV_QNeJgZ48OeUfM,1983,2015,30,32,COUNT,divpart_time_series,q_order_0,beta_div_cv,0.20664700158908217
L3-daa-plants-compagnoni.csv,1yV_pKpw2gIgFYFRYrV_QNeJgZ48OeUfM,1983,2015,30,32,COUNT,divpart_time_series,q_order_0,gamma_div_mean,17.266666666666666
L3-daa-plants-compagnoni.csv,1yV_pKpw2gIgFYFRYrV_QNeJgZ48OeUfM,1983,2015,30,32,COUNT,divpart_time_series,q_order_0,gamma_div_cv,0.42584059454444534
L3-daa-plants-compagnoni.csv,1yV_pKpw2gIgFYFRYrV_QNeJgZ48OeUfM,1983,2015,30,32,COUNT,agg,NA,gamma_var,0.739123297420514
L3-daa-plants-compagnoni.csv,1yV_pKpw2gIgFYFRYrV_QNeJgZ48OeUfM,1983,2015,30,32,COUNT,agg,NA,alpha_var,1.3500023831811276
L3-daa-plants-compagnoni.csv,1yV_pKpw2gIgFYFRYrV_QNeJgZ48OeUfM,1983,2015,30,32,COUNT,agg,NA,phi_var,0.5474977723215967
L3-daa-plants-compagnoni.csv,1yV_pKpw2gIgFYFRYrV_QNeJgZ48OeUfM,1983,2015,30,32,COUNT,agg,NA,gamma_var_rate,0.02309760304439106
L3-daa-plants-compagnoni.csv,1yV_pKpw2gIgFYFRYrV_QNeJgZ48OeUfM,1983,2015,30,32,COUNT,agg,NA,alpha_var_rate,0.04218757447441024
L3-daa-plants-compagnoni.csv,1yV_pKpw2gIgFYFRYrV_QNeJgZ48OeUfM,1983,2015,30,32,COUNT,com,h,gamma_var,0.41548633457957823
L3-daa-plants-compagnoni.csv,1yV_pKpw2gIgFYFRYrV_QNeJgZ48OeUfM,1983,2015,30,32,COUNT,com,h,alpha_var,0.5752040140430206
L3-daa-plants-compagnoni.csv,1yV_pKpw2gIgFYFRYrV_QNeJgZ48OeUfM,1983,2015,30,32,COUNT,com,h,phi_var,0.7223286424223445
L3-daa-plants-compagnoni.csv,1yV_pKpw2gIgFYFRYrV_QNeJgZ48OeUfM,1983,2015,30,32,COUNT,com,h,gamma_var_rate,0.01298394795561182
L3-daa-plants-compagnoni.csv,1yV_pKpw2gIgFYFRYrV_QNeJgZ48OeUfM,1983,2015,30,32,COUNT,com,h,alpha_var_rate,0.017975125438844393
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,divpart_time_series,q_order_0,alpha_div_mean,1.7976190476190477
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,divpart_time_series,q_order_0,alpha_div_cv,0.14063946588864182
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,divpart_time_series,q_order_0,beta_div_mean,3.3566481199233382
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,divpart_time_series,q_order_0,beta_div_cv,0.2561443738949895
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,divpart_time_series,q_order_0,gamma_div_mean,5.928571428571428
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,divpart_time_series,q_order_0,gamma_div_cv,0.21401689527120815
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,agg,NA,gamma_var,0.08046097393005294
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,agg,NA,alpha_var,0.3183384038300797
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,agg,NA,phi_var,0.2527529602523257
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,agg,NA,gamma_var_rate,0.00618930568692715
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,agg,NA,alpha_var_rate,0.02448756952539075
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,com,h,gamma_var,0.038228900860224624
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,com,h,alpha_var,0.07337390485244286
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,com,h,phi_var,0.5210149430796153
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,com,h,gamma_var_rate,0.0029406846815557405
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,com,h,alpha_var_rate,0.005644146527110989
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,divpart_time_series,q_order_0,alpha_div_mean,29.048076923076923
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,divpart_time_series,q_order_0,alpha_div_cv,0.1835773697105675
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,divpart_time_series,q_order_0,beta_div_mean,2.6128945396161765
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,divpart_time_series,q_order_0,beta_div_cv,0.12344760035408002
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,divpart_time_series,q_order_0,gamma_div_mean,74.61538461538463
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,divpart_time_series,q_order_0,gamma_div_cv,0.10798692268184332
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,agg,NA,gamma_var,0.22082825032234565
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,agg,NA,alpha_var,0.3459071411874289
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,agg,NA,phi_var,0.638403270786163
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,agg,NA,gamma_var_rate,0.018402354193528803
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,agg,NA,alpha_var_rate,0.028825595098952408
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,com,h,gamma_var,0.310249863415552
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,com,h,alpha_var,0.3425008737806392
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,com,h,phi_var,0.9058367063152576
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,com,h,gamma_var_rate,0.025854155284629334
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,com,h,alpha_var_rate,0.028541739481719935
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),divpart_time_series,q_order_0,alpha_div_mean,0
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),divpart_time_series,q_order_0,alpha_div_cv,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),divpart_time_series,q_order_0,beta_div_mean,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),divpart_time_series,q_order_0,beta_div_cv,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),divpart_time_series,q_order_0,gamma_div_mean,0
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),divpart_time_series,q_order_0,gamma_div_cv,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),agg,NA,gamma_var,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),agg,NA,alpha_var,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),agg,NA,phi_var,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),agg,NA,gamma_var_rate,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),agg,NA,alpha_var_rate,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),com,h,gamma_var,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),com,h,alpha_var,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),com,h,phi_var,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),com,h,gamma_var_rate,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),com,h,alpha_var_rate,NA
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,divpart_time_series,q_order_0,alpha_div_mean,5.987755102040816
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,divpart_time_series,q_order_0,alpha_div_cv,0.1823307743925188
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,divpart_time_series,q_order_0,beta_div_mean,4.138779052465531
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,divpart_time_series,q_order_0,beta_div_cv,0.09193397867355052
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,divpart_time_series,q_order_0,gamma_div_mean,24.742857142857144
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,divpart_time_series,q_order_0,gamma_div_cv,0.19291831831891
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,agg,NA,gamma_var,0.20914972978606303
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,agg,NA,alpha_var,0.39002038086961366
